Id,Label,timeset,act_type,act_nat,colour,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,strongcompnum,clustering,eigencentrality
France,France,,whole polities,FRANCE,"#6A886D",0,14,2,16,15,2,17,12,0.175061,0.191686,3368.640476,0.063062,0.012133,22,0.005331,200,0.052381,0.206308
Democraten 65,Democraten 66,,political parties,NETHERLANDS,"#FFB415",14,0,0,0,0,0,0,0,0,0,0,0,0,13,0.000264,370,0,0
De Telegraaf,De Telegraaf,,media and journalists,NETHERLANDS,"#FFB415",0,1,18,19,1,24,25,6,0.33765,0.385799,52.964286,0.011051,0.134434,33,0.000277,307,0.076023,0.00131
Netherlands,Netherlands,,government/executive,NETHERLANDS,"#FFB415",0,20,3,23,23,3,26,11,0.210712,0.23515,12163.326953,0.073762,0.016871,52,0.008973,200,0.01581,0.233013
Ministerie van Buitenlandse Zaken,Ministerie van Buitenlandse Zaken,,government/executive,NETHERLANDS,"#FFB415",0,4,7,11,5,7,12,8,0.232921,0.263687,3151.590115,0.013856,0.038283,89,0.000756,200,0.011111,0.008598
CIIS,CIIS,,other state executive agencies,CHINA,"#3F908E",0,0,1,1,0,1,1,1,1,1,0,0,0.010884,3,0.000264,371,0,0
Augsburg University,Augsburg University,,educational professionals and organisations,GERMANY,"#717F75",0,0,2,2,0,2,2,8,0.265926,0.299907,0,0,0.062373,33,0.000264,372,0,0
Christlich Demokratische Union,Christlich Demokratische Union,,political parties,GERMANY,"#717F75",0,6,8,14,6,9,15,8,0.292643,0.336619,1241.296987,0.030782,0.072121,21,0.001054,234,0.071429,0.010267
European Conservatives and Reformist Group,European Conservatives and Reformist Group,,political parties,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,373,0,0
Tax Justice Network,Tax Justice Network,,other scientific and research professionals and institutions,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,10,0.200893,0.215219,0,0,0,29,0.000264,375,0,0
EU Commissioner for Competition,EU Commissioner for Competition,,government/executive,EUROPEAN UNION,"#5C9A5C",0,2,7,9,2,7,9,9,0.266171,0.300832,2166.486255,0.003273,0.041706,51,0.000585,200,0.055556,0.005005
Schmit Laurent,Schmit Laurent,,economists and financial experts,FRANCE,"#6A886D",0,0,1,1,0,1,1,1,1,1,0,0,0.002349,51,0.000264,376,0,0
TAXE special committee,TAXE special committee,,legislative,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,1,1,1,0,0,0.002349,51,0.000264,377,0,0
Luxembourg Government,Luxembourg Government,,government/executive,LUXEMBOURG,"#F17815",0,1,1,2,1,1,2,9,0.250698,0.277584,359,0,0.029089,29,0.000489,374,0,0.00131
Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,,political parties,GERMANY,"#717F75",0,3,12,15,3,12,15,8,0.307173,0.351815,723,0.00006,0.111853,89,0.000575,378,0.147436,0.006636
Philippe Denis-Emmanuel,Philippe Denis-Emmanuel,,economists and financial experts,BELGIUM,"#64638E",0,0,1,1,0,1,1,1,1,1,0,0,0.002349,51,0.000264,379,0,0
Hunt Jeremy,Hunt Jeremy,,former states(wo)men,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.003273,33,0.000264,380,0,0
Zentralrat der Juden,Zentralrat der Juden,,churches and religious organisations and groups,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.002057,3,0.000264,381,0,0
Zentralrats der Muslime,Zentralrats der Muslime,,churches and religious organisations and groups,GERMANY,"#717F75",15,0,1,1,0,1,1,1,1,1,0,0,0,14,0.000264,383,0,0
BDA,BDA,,unions and employees,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.002057,3,0.000264,384,0,0
Merten Hans-Lothar,Merten Hans-Lothar,,economists and financial experts,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,385,0,0
German vox pop,German vox pop,,the general public,GERMANY,"#717F75",0,0,4,4,0,7,7,8,0.266864,0.303704,0,0,0.066557,33,0.000264,386,0.166667,0
CDU member,CDU member,,political parties,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.226875,0.246538,0,0,0.002255,21,0.000264,387,0,0
Solidarność,Solidarność,,political parties,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.25588,0.280672,0,0,0.012686,51,0.000264,388,0.5,0
Mayor of Gdańsk,Mayor of Gdańsk,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,389,0,0
University of California,University of California,,educational professionals and organisations,UNITED STATES,"#EF7DB1",0,0,1,1,0,1,1,1,1,1,0,0,0.002057,3,0.000264,390,0,0
Dvorani Ardian,Dvorani Ardian,,judiciary,ALBANIA,"#D4232A",0,0,1,1,0,1,1,1,1,1,0,0,0.000676,89,0.000264,391,0,0
EU High Representative,EU High Representative,,government/executive,EUROPEAN UNION,"#5C9A5C",0,1,6,7,1,8,9,11,0.196846,0.226521,23.083333,0.002248,0.005576,89,0.000339,335,0,0.00131
Staten-Generaal,Staten-Generaal,,legislative,NETHERLANDS,"#FFB415",0,12,4,16,13,4,17,10,0.17909,0.197626,5008.333333,0.006029,0.011901,70,0.004272,200,0.004762,0.037418
Instituti i Studimeve Politike ,Instituti i Studimeve Politike ,,other scientific and research professionals and institutions,ALBANIA,"#D4232A",0,0,1,1,0,1,1,11,0.210064,0.231106,0,0,0.010594,29,0.000264,392,0,0
Albanian judges,Albanian judges,,judiciary,ALBANIA,"#D4232A",16,1,1,2,1,1,2,1,1,1,0,0,0,15,0.00176,393,0,0.001771
Gjykata Administrative e Apelit,Gjykata Administrative e Apelit,,judiciary,ALBANIA,"#D4232A",16,1,1,2,1,1,2,1,1,1,0,0,0,15,0.00176,393,0,0.001771
Wageningen University,Wageningen University,,educational professionals and organisations,NETHERLANDS,"#FFB415",0,0,2,2,0,2,2,9,0.251225,0.279673,0,0,0.037074,52,0.000264,394,0.5,0
Cavendish Camilla,Cavendish Camilla,,media and journalists,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,11,0.193219,0.210092,0,0,0.001965,47,0.000264,395,0,0
Germany,Germany,,whole polities,GERMANY,"#717F75",0,20,2,22,25,2,27,13,0.149167,0.161136,1900.836039,0.091831,0.004803,27,0.005547,200,0.016667,0.165485
Airbus,Airbus,,employers organisations and firms,FRANCE,"#6A886D",0,0,3,3,0,4,4,13,0.149771,0.164401,0,0,0.019334,52,0.000264,396,0.333333,0
ZEW,ZEW,,economists and financial experts,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.222429,0.244579,0,0,0.011082,27,0.000264,397,0,0
Group of the Greens - European Free Alliance,Group of the Greens - European Free Alliance,,political parties,EUROPEAN UNION,"#5C9A5C",0,1,6,7,1,10,11,9,0.283228,0.326052,70.101591,0.010805,0.066438,27,0.000377,200,0.404762,0.015842
Czech vox pop,Czech vox pop,,the general public,CZECH REPUBLIC,"#47A265",0,0,1,1,0,4,4,10,0.21369,0.230794,0,0,0.001179,29,0.000264,398,0,0
Czech PM,Czech PM,,government/executive,CZECH REPUBLIC,"#47A265",0,5,4,9,8,6,14,9,0.271007,0.306153,3056.553255,0.016096,0.038164,29,0.001458,200,0.035714,0.130627
"Člověk v tísni",Člověk v tísni,,other civil society organisations and groups,CZECH REPUBLIC,"#47A265",0,0,1,1,0,1,1,10,0.21369,0.230794,0,0,0.001179,29,0.000264,399,0,0
Verdi,Verdi,,politicians,ITALY,"#B85D6F",0,0,3,3,0,3,3,9,0.264427,0.29005,0,0,0.02427,3,0.000264,400,0.333333,0
European Commissioner for regional policy,European Commissioner for regional policy,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.228808,0.245581,0,0,0.008761,51,0.000264,401,0,0
Ministerstwo Inwestycji i Rozwoju,Ministerstwo Inwestycji i Rozwoju,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,402,0,0
Ministerstwo Gospodarki,Ministerstwo Gospodarki,,government/executive,POLAND,"#FFE428",17,0,1,1,0,1,1,1,1,1,0,0,0,16,0.000264,404,0,0
Ministerstwo Skarbu Państwa,Ministerstwo Skarbu Państwa,,government/executive,POLAND,"#FFE428",0,1,3,4,1,3,4,9,0.253541,0.284152,1411.443124,0.011159,0.03468,52,0.00033,200,0,0.004965
Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,,political parties,POLAND,"#FFE428",0,3,3,6,4,4,8,10,0.257739,0.283285,813.822745,0.012411,0.003477,51,0.000505,200,0,0.012702
Wiosna,Wiosna,,political parties,POLAND,"#FFE428",0,2,4,6,2,5,7,9,0.2737,0.301118,128.188399,0.000545,0.015438,51,0.000519,200,0.05,0.004871
Marszałek Sejmu,Marszałek Sejmu,,legislative,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.247757,0.273575,0,0,0.003965,51,0.000264,405,0,0
Koalicja Sojuszu Lewicy Demokratycznej i Unii Pracy,Koalicja Sojuszu Lewicy Demokratycznej i Unii Pracy,,political parties,POLAND,"#FFE428",0,0,3,3,0,3,3,9,0.264165,0.289303,0,0,0.004771,51,0.000264,406,0,0
Polish Government,Polish Government,,government/executive,POLAND,"#FFE428",0,41,7,48,55,8,63,9,0.295868,0.333301,26676.711606,0.119573,0.045484,51,0.008345,200,0.013527,0.277558
Bundespräsident,Bundespräsident,,government/executive,GERMANY,"#717F75",0,0,1,1,0,4,4,9,0.252284,0.273996,0,0,0.015107,3,0.000264,407,0,0
Siemens,Siemens,,employers organisations and firms,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,408,0,0
Bohmermann Jan,Bohmermann Jan,,media and journalists,GERMANY,"#717F75",0,0,1,1,0,1,1,11,0.171265,0.183977,0,0,0,33,0.000264,410,0,0
Ministerie van Justitie,Ministerie van Justitie,,government/executive,NETHERLANDS,"#FFB415",0,1,3,4,1,3,4,8,0.213476,0.234444,63.5,0.002734,0.001531,70,0.000367,200,0,0.003608
Visegrad Group,Visegrad Group,,government/executive,EUROPEAN UNION,"#5C9A5C",0,0,2,2,0,2,2,9,0.267312,0.294795,0,0,0.037576,88,0.000264,411,1,0
Irish PM,Irish PM,,government/executive,IRELAND,"#A5548D",0,0,2,2,0,3,3,8,0.281128,0.317101,0,0,0.04747,71,0.000264,412,1,0
Ferrera Maurizio,Ferrera Maurizio,,educational professionals and organisations,ITALY,"#B85D6F",0,0,2,2,0,2,2,8,0.265926,0.299907,0,0,0.062373,33,0.000264,413,0,0
Politecnico Milano University,Politecnico Milano University,,educational professionals and organisations,ITALY,"#B85D6F",0,0,2,2,0,2,2,9,0.252809,0.276013,0,0,0.015188,3,0.000264,415,0,0
Council of Europe,Council of Europe,,government/executive,EUROPEAN UNION,"#5C9A5C",0,4,4,8,4,6,10,9,0.253721,0.278719,1238.648275,0.014401,0.014296,51,0.001034,200,0,0.054339
ECB President,ECB President,,central banks,EUROPEAN UNION,"#5C9A5C",0,17,12,29,30,15,45,10,0.243372,0.287032,5146.597718,0.076855,0.049382,22,0.00243,200,0.034483,0.156286
Tor Vergata University,Tor Vergata University,,educational professionals and organisations,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,416,0,0
Presidente della Commissione Affari Costituzionali,Presidente della Commissione Affari Costituzionali,,legislative,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,417,0,0
Letta Enrico,Letta Enrico,,former states(wo)men,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,418,0,0
Presidente del Friuli-Venezia Giulia,Presidente del Friuli-Venezia Giulia,,government/executive,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,419,0,0
Busco Paolo,Busco Paolo,,other scientific and research professionals and institutions,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.252284,0.273996,0,0,0.015107,3,0.000264,420,0,0
Italian lawyers,Italian lawyers,,other professional organisations and groups,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.209942,0.226682,0,0,0.001644,22,0.000264,421,0,0
Mittone Alberto,Mittone Alberto,,other professional organisations and groups,ITALY,"#B85D6F",18,0,1,1,0,1,1,1,1,1,0,0,0,17,0.000264,423,0,0
European Union,European Union,,government/executive,EUROPEAN UNION,"#5C9A5C",0,117,15,132,170,22,192,9,0.258858,0.30741,40059.417289,0.600418,0.055252,33,0.025006,200,0.019016,0.949256
Fernández Alberto,Fernández Alberto,,politicians,ARGENTINA,"#C42C38",0,0,1,1,0,1,1,1,1,1,0,0,0.001902,33,0.000264,424,0,0
Sri Lanka Government,Sri Lanka Government,,government/executive,SRI LANKA,"#A75828",0,1,1,2,1,1,2,10,0.205747,0.226617,0,0.004048,0.043992,33,0.001681,200,0,0.129083
Latvian Government,Latvian Government,,government/executive,LATVIA,"#D46B42",0,0,1,1,0,1,1,8,0.259957,0.289044,0,0,0.018381,71,0.000264,425,0,0
Bild,Bild,,media and journalists,GERMANY,"#717F75",0,0,8,8,0,12,12,8,0.28515,0.333149,0,0,0.084321,71,0.000264,428,0.089286,0
Patronaggio Luigi,Patronaggio Luigi,,judiciary,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.201912,0.21424,0,0,0.000851,3,0.000264,429,0,0
De Falco Gregorio,De Falco Gregorio,,politicians,ITALY,"#B85D6F",0,0,1,1,0,1,1,10,0.201912,0.21424,0,0,0.000851,3,0.000264,430,0,0
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,3,0.444444,0.541667,0,0,0,29,0.000264,432,0,0
Viminale- Ministero Interno,Viminale- Ministero Interno,,government/executive,ITALY,"#B85D6F",0,2,3,5,2,4,6,14,0.131232,0.144852,1408.88254,0.01297,0.008966,3,0.00044,200,0.1,0.028844
Die Zeit,Die Zeit,,media and journalists,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.201912,0.21424,0,0,0.000851,3,0.000264,433,0,0
Bundesministerium des Innern,Bundesministerium des Innern,,government/executive,GERMANY,"#717F75",0,1,5,6,1,6,7,10,0.229404,0.261475,9.673882,0.010683,0.063855,33,0.00028,230,0.066667,0.001771
Bundesministerium für Verkehr,Bundesministerium für Verkehr,,government/executive,GERMANY,"#717F75",0,1,2,3,1,2,3,9,0.241694,0.26661,2,0.010683,0.000905,71,0.00028,235,0,0.001771
Party of European Socialists,Party of European Socialists,,political parties,EUROPEAN UNION,"#5C9A5C",0,2,1,3,2,1,3,10,0.224311,0.24627,358,0.012769,0.006658,27,0.000563,200,0.166667,0.020715
Ukrainian Government,Ukrainian Government,,government/executive,UKRAINE,"#E07595",0,1,2,3,1,2,3,13,0.149192,0.1611,1053.5,0.000236,0.008028,21,0.000375,246,0,0.001831
Prezes Rady Ministrów,Prezes Rady Ministrów,,government/executive,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.222429,0.244579,0,0,0.011082,27,0.000264,434,0,0
UN High Commissioner for Human Rights,UN High Commissioner for Human Rights,,government/executive,NA,"#FFA910",0,1,1,2,1,1,2,13,0.149291,0.160205,0,0.008326,0.004621,22,0.000615,200,0.5,0.035104
Ligue des droits de l'Hommes,Ligue des droits de l'Hommes,,solidarity and human rights organisations,FRANCE,"#6A886D",0,0,1,1,0,1,1,9,0.25193,0.272325,0,0,0.009483,22,0.000264,435,0,0
German MEP,German MEP,,politicians,GERMANY,"#717F75",0,0,1,1,0,1,1,11,0.183632,0.19643,0,0,0.000936,27,0.000264,436,0,0
Italian vox pop,Italian vox pop,,the general public,ITALY,"#B85D6F",0,0,5,5,0,5,5,9,0.260462,0.29173,0,0,0.027477,27,0.000264,439,0.05,0
Ministero dell'agricoltura,Ministero dell'agricoltura,,government/executive,ITALY,"#B85D6F",19,0,1,1,0,1,1,1,1,1,0,0,0,18,0.000264,441,0,0
Coldiretti,Coldiretti,,farmers and agricultural organisations,ITALY,"#B85D6F",0,1,1,2,1,1,2,1,1,1,2,0,0.001902,33,0.00068,442,0,0.001706
EU Member States,EU Member States,,whole polities,EUROPEAN UNION,"#5C9A5C",0,39,5,44,57,6,63,10,0.265185,0.30884,31187.443125,0.144593,0.07778,29,0.010343,200,0.029617,0.416639
Irish farmers,Irish farmers,,farmers and agricultural organisations,IRELAND,"#A5548D",20,0,1,1,0,1,1,1,1,1,0,0,0,19,0.000264,444,0,0
Minister of Agriculture of Ireland,Minister of Agriculture of Ireland,,government/executive,IRELAND,"#A5548D",0,0,1,1,0,1,1,1,1,1,0,0,0.001902,33,0.000264,445,0,0
Group of the Alliance of Liberals and Democrats for Europe,Group of the Alliance of Liberals and Democrats for Europe,,political parties,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,10,0.224375,0.24628,0,0,0.006658,27,0.000264,446,0,0
Partij van de Arbeid,Partij van de Arbeid,,political parties,NETHERLANDS,"#FFB415",0,3,4,7,4,5,9,7,0.264402,0.299621,2514.145491,0.004154,0.039283,89,0.000713,200,0.033333,0.006354
Transport & Environment,Transport & Environment,,environmental organisations and groups,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,447,0,0
Lysias Consulting Group,Lysias Consulting Group,,employers organisations and firms,NETHERLANDS,"#FFB415",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,448,0,0
Mayor of Noordwijk,Mayor of Noordwijk,,government/executive,NETHERLANDS,"#FFB415",21,0,1,1,0,1,1,1,1,1,0,0,0,20,0.000264,450,0,0
Procura della Repubblica di Milano,Procura della Repubblica di Milano,,judiciary,ITALY,"#B85D6F",0,0,2,2,0,2,2,10,0.236998,0.264002,0,0,0.007855,3,0.000264,452,0,0
French Embassy in Netherlands,French Embassy in Netherlands,,government/executive,FRANCE,"#6A886D",0,0,1,1,0,1,1,12,0.174441,0.188552,0,0,0.005404,52,0.000264,453,0,0
President of Moldova,President of Moldova,,government/executive,MOLDOVA,"#FF9D0C",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,454,0,0
New Times,New Times,,media and journalists,RUSSIAN FEDERATION,"#E8D430",0,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000325,21,0.000264,455,0,0
Russian Government,Russian Government,,government/executive,RUSSIAN FEDERATION,"#E8D430",0,4,3,7,4,3,7,2,0.666667,0.75,3679.955488,0.023877,0.000328,21,0.001394,126,0.02381,0.057376
Bayerischer Ministerpräsident,Bayerischer Ministerpräsident,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.206085,0.227379,0,0,0.043992,33,0.000264,456,0,0
Schröder Richard,Schröder Richard,,churches and religious organisations and groups,GERMANY,"#717F75",0,0,1,1,0,1,1,1,1,1,0,0,0.000292,64,0.000264,457,0,0
SeaWatch,SeaWatch,,solidarity and human rights organisations,GERMANY,"#717F75",0,5,2,7,7,4,11,9,0.25229,0.275227,1999.125,0.01161,0.015188,3,0.001488,200,0,0.075783
Die Linke,Die Linke,,political parties,GERMANY,"#717F75",0,0,3,3,0,3,3,9,0.23622,0.261367,0,0,0.007432,27,0.000264,459,0.166667,0
Freie Demokratische Partei,Freie Demokratische Partei,,political parties,GERMANY,"#717F75",0,0,2,2,0,3,3,8,0.264554,0.297864,0,0,0.025039,71,0.000264,460,0.5,0
EU Foreign Ministers,EU Foreign Ministers,,government/executive,EUROPEAN UNION,"#5C9A5C",0,4,4,8,6,5,11,13,0.149541,0.165232,1111.88575,0.015778,0.014626,89,0.001015,200,0,0.074232
United States,United States,,whole polities,UNITED STATES,"#EF7DB1",0,24,1,25,28,1,29,12,0.174379,0.18852,5500.711358,0.108979,0.005404,52,0.004758,200,0.03,0.278442
UK Foreign Secretary,UK Foreign Secretary,,government/executive,UNITED KINGDOM,"#E879A3",0,0,1,1,0,1,1,1,1,1,0,0,0.000398,33,0.000264,461,0,0
Sapelli Giulio,Sapelli Giulio,,economists and financial experts,ITALY,"#B85D6F",0,0,2,2,0,2,2,12,0.17941,0.19754,0,0,0.011835,27,0.000264,462,0.5,0
Confederazione Nazionale dell'Artigianato,Confederazione Nazionale dell'Artigianato,,employers organisations and firms,ITALY,"#B85D6F",0,0,1,1,0,1,1,9,0.250698,0.277584,0,0,0.029089,29,0.000264,463,0,0
En Marche,En Marche,,political parties,FRANCE,"#6A886D",0,1,2,3,2,3,5,9,0.252101,0.277954,27.2,0.001811,0.008711,29,0.000385,210,0,0.001771
Institute for Peace and Democracy,Institute for Peace and Democracy,,solidarity and human rights organisations,NA,"#FFA910",0,0,1,1,0,1,1,1,1,1,0,0,0.000979,51,0.000264,464,0,0
Bundesverfassungsgericht,Bundesverfassungsgericht,,judiciary,GERMANY,"#717F75",0,3,2,5,3,7,10,10,0.218293,0.241841,45.897835,0.036847,0.00899,22,0.000357,200,0.1,0.018368
Horn Hans-Detlef,Horn Hans-Detlef,,other scientific and research professionals and institutions,GERMANY,"#717F75",0,0,1,1,0,1,1,10,0.212552,0.232605,0,0,0.003883,83,0.000264,465,0,0
Bundesministerium der Finanzen,Bundesministerium der Finanzen,,government/executive,GERMANY,"#717F75",0,2,4,6,2,4,6,8,0.283465,0.322933,341.926768,0.001618,0.05286,22,0.00048,466,0.1,0.00314
First Minister of Scotland,First Minister of Scotland,,government/executive,UNITED KINGDOM,"#E879A3",0,0,2,2,0,3,3,10,0.225423,0.248817,0,0,0.00923,47,0.000264,468,0,0
First Minister for Wales,First Minister for Wales,,government/executive,UNITED KINGDOM,"#E879A3",0,0,2,2,0,2,2,10,0.228808,0.253941,0,0,0.014478,47,0.000264,469,0,0
British PM,British PM,,government/executive,UNITED KINGDOM,"#E879A3",0,36,14,50,65,22,87,9,0.28941,0.34059,21563.920365,0.125292,0.078825,47,0.008827,200,0.016908,0.208333
Sinn Fein,Sinn Fein,,political parties,IRELAND,"#A5548D",0,1,1,2,1,1,2,1,1,1,0.5,0.000676,0.000425,47,0.000376,470,0,0.00131
Kantonspolizei Zürich,Kantonspolizei Zürich,,police and internal security agencies,GERMANY,"#717F75",22,0,1,1,0,1,1,1,1,1,0,0,0,23,0.000264,472,0,0
ENCJ,ENCJ,,judiciary,EUROPEAN UNION,"#5C9A5C",0,0,1,1,0,1,1,11,0.171034,0.181458,0,0,0.000051,51,0.000264,473,0,0
Naczelny Sąd Administracyjny,Naczelny Sąd Administracyjny,,judiciary,POLAND,"#FFE428",23,0,1,1,0,1,1,1,1,1,0,0,0,24,0.000264,475,0,0
Prawo i Sprawiedliwosc MPs,Prawo i Sprawiedliwosc MPs,,politicians,POLAND,"#FFE428",0,0,2,2,0,2,2,10,0.24372,0.268376,0,0,0.003977,51,0.000264,476,0,0
"Łódź Judge",Łódź Judge,,judiciary,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,477,0,0
Klub Jagielloński,Klub Jagielloński,,media and journalists,POLAND,"#FFE428",0,0,1,1,0,1,1,10,0.24339,0.266519,0,0,0.003925,51,0.000264,478,0,0
House of Hohenzollern,House of Hohenzollern,,former states(wo)men,GERMANY,"#717F75",0,2,1,3,2,1,3,8,0.259957,0.289044,470.771429,0.000547,0.018381,27,0.000564,458,0,0.002619
Brandenburg Ministerium für Kultur,Brandenburg Ministerium für Kultur,,government/executive,GERMANY,"#717F75",0,0,1,1,0,1,1,9,0.206778,0.22197,0,0,0.00004,27,0.000264,479,0,0
