Id,Label,timeset,mode,act_type,nat,colour,componentnumber,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,triangles,eigencentrality
sweden constituency,sweden constituency,,2,constituency/group,SWEDEN,"#AC5933",0,7,8,6,0.272417,0.295736,3333,0.005437,0.00054,33,0.005125,0,0,0.011964
croatia constituency,croatia constituency,,2,constituency/group,CROATIA,"#419583",18,2,2,1,1,1,1,0,0,34,0.002309,0,0,0.001545
lithuania constituency,lithuania constituency,,2,constituency/group,LITHUANIA,"#E77424",19,3,4,1,1,1,3,0,0,19,0.003036,0,0,0.002347
switzerland constituency,switzerland constituency,,2,constituency/group,SWITZERLAND,"#B35D41",20,1,1,1,1,1,0,0,0,20,0.001582,0,0,0.000763
iraq constituency,iraq constituency,,2,constituency/group,IRAQ,"#9C4F9C",21,1,1,1,1,1,0,0,0,35,0.001582,0,0,0.000763
bulgaria constituency,bulgaria constituency,,2,constituency/group,BULGARIA,"#3983AC",0,2,2,7,0.243467,0.262284,558,0.004531,0.00045,36,0.001552,0,0,0.005702
belarus constituency,belarus constituency,,2,constituency/group,BELARUS,"#745A80",0,20,28,6,0.276459,0.311926,7456.983742,0.026842,0.002668,37,0.012413,0,0,0.045022
ireland constituency,ireland constituency,,2,constituency/group,IRELAND,"#A5548D",0,2,3,5,0.275913,0.29356,558,0.00566,0.000563,23,0.001509,0,0,0.007942
belgium constituency,belgium constituency,,2,constituency/group,BELGIUM,"#64638E",22,2,2,1,1,1,1,0,0,38,0.002309,0,0,0.001545
finland constituency,finland constituency,,2,constituency/group,FINLAND,"#639164",23,1,1,1,1,1,0,0,0,39,0.001582,0,0,0.000763
slovakia constituency,slovakia constituency,,2,constituency/group,SLOVAKIA,"#C7962C",24,1,1,1,1,1,0,0,0,40,0.001582,0,0,0.000763
iran constituency,iran constituency,,2,constituency/group,IRAN,"#94539E",25,1,1,1,1,1,0,0,0,41,0.001582,0,0,0.000763
